Date,Location,Received_Calls,Number_of_Errors,Customers_Served,Average_Spend_per_Customer,Employee_Satisfaction_Rate,Store_Health,Store_ID
2023-06-22 03:14:05.074844,University,11,2,180,11.93,5,Unhealthy,83
2023-06-23 03:14:05.074844,Downtown,12,0,187,13.24,5,Healthy,53
2023-06-24 03:14:05.074844,University,15,1,223,19.24,5,Healthy,24
2023-06-25 03:14:05.074844,University,9,2,209,19.98,4,Healthy,56
2023-06-26 03:14:05.074844,Mall,5,4,178,8.53,4,Unhealthy,62
2023-06-27 03:14:05.074844,Suburban,8,0,203,15.9,4,Unhealthy,34
2023-06-28 03:14:05.074844,Suburban,8,0,211,10.67,2,Unhealthy,22
2023-06-29 03:14:05.074844,University,6,1,208,5.12,4,Healthy,68
2023-06-30 03:14:05.074844,University,10,1,216,5.14,4,Unhealthy,57
2023-07-01 03:14:05.074844,Mall,10,4,206,11.91,4,Unhealthy,10
2023-07-02 03:14:05.074844,University,18,2,207,12.33,4,Healthy,66
2023-07-03 03:14:05.074844,Mall,12,2,199,5.34,4,Unhealthy,8
2023-07-04 03:14:05.074844,Suburban,6,2,198,15.3,3,Healthy,97
2023-07-05 03:14:05.074844,Suburban,6,5,200,9.41,3,Healthy,38
2023-07-06 03:14:05.074844,Downtown,13,3,214,13.4,3,Unhealthy,62
2023-07-07 03:14:05.074844,Suburban,8,4,188,9.51,3,Healthy,28
2023-07-08 03:14:05.074844,University,14,3,215,7.51,5,Unhealthy,10
2023-07-09 03:14:05.074844,Suburban,13,0,201,11.11,3,Unhealthy,45
2023-07-10 03:14:05.074844,Mall,9,3,194,8.48,3,Healthy,65
2023-07-11 03:14:05.074844,Suburban,4,2,189,13.02,4,Unhealthy,98
2023-07-12 03:14:05.074844,Downtown,7,3,213,7.98,4,Unhealthy,67
2023-07-13 03:14:05.074844,Suburban,12,3,190,12.63,3,Healthy,9
2023-07-14 03:14:05.074844,Mall,16,1,194,7.36,4,Healthy,5
2023-07-15 03:14:05.074844,Mall,18,1,198,15.06,4,Healthy,10
2023-07-16 03:14:05.074844,University,9,4,209,16.31,3,Healthy,12
2023-07-17 03:14:05.074844,Suburban,7,0,218,6.66,3,Healthy,82
2023-07-18 03:14:05.074844,Mall,11,2,181,12.02,5,Healthy,58
2023-07-19 03:14:05.074844,Downtown,11,3,214,6.06,4,Healthy,21
2023-07-20 03:14:05.074844,University,13,1,193,13.97,4,Unhealthy,21
2023-07-21 03:14:05.074844,Downtown,9,0,199,8.97,2,Healthy,65
2023-07-22 03:14:05.074844,Suburban,7,3,205,12.91,3,Unhealthy,3
2023-07-23 03:14:05.074844,Suburban,15,2,231,12.76,4,Unhealthy,69
2023-07-24 03:14:05.074844,Suburban,10,1,240,18.87,3,Unhealthy,89
2023-07-25 03:14:05.074844,University,12,2,199,13.24,3,Healthy,64
2023-07-26 03:14:05.074844,Mall,6,1,198,13.74,4,Unhealthy,49
2023-07-27 03:14:05.074844,University,11,0,197,11.02,3,Unhealthy,72
2023-07-28 03:14:05.074844,Downtown,10,2,210,19.24,4,Unhealthy,17
2023-07-29 03:14:05.074844,University,10,0,216,16.66,4,Healthy,73
2023-07-30 03:14:05.074844,Downtown,4,3,204,9.28,3,Healthy,32
2023-07-31 03:14:05.074844,University,13,2,195,17.66,4,Unhealthy,70
2023-08-01 03:14:05.074844,Mall,10,4,192,11.49,2,Healthy,21
2023-08-02 03:14:05.074844,Downtown,9,1,187,17.43,4,Healthy,7
2023-08-03 03:14:05.074844,Suburban,14,0,208,17.34,3,Healthy,7
2023-08-04 03:14:05.074844,Suburban,18,0,232,7.83,2,Unhealthy,27
2023-08-05 03:14:05.074844,University,11,4,218,15.52,4,Unhealthy,8
2023-08-06 03:14:05.074844,Suburban,9,0,203,9.36,4,Healthy,73
2023-08-07 03:14:05.074844,Downtown,16,5,201,9.46,5,Unhealthy,28
2023-08-08 03:14:05.074844,Suburban,13,0,176,9.45,3,Unhealthy,79
2023-08-09 03:14:05.074844,Mall,10,3,198,15.88,3,Healthy,66
2023-08-10 03:14:05.074844,Mall,7,2,195,8.45,4,Unhealthy,71
2023-08-11 03:14:05.074844,University,12,1,214,5.01,4,Unhealthy,47
2023-08-12 03:14:05.074844,Downtown,11,1,186,15.73,3,Unhealthy,82
2023-08-13 03:14:05.074844,Mall,10,1,210,7.57,4,Healthy,86
2023-08-14 03:14:05.074844,Mall,16,2,200,6.57,4,Unhealthy,10
2023-08-15 03:14:05.074844,Downtown,11,3,196,8.56,5,Healthy,33
2023-08-16 03:14:05.074844,Suburban,8,2,210,10.7,5,Healthy,7
2023-08-17 03:14:05.074844,Suburban,12,3,185,12.14,3,Healthy,3
2023-08-18 03:14:05.074844,University,9,3,191,5.67,4,Unhealthy,14
2023-08-19 03:14:05.074844,Suburban,10,1,180,19.56,3,Unhealthy,44
2023-08-20 03:14:05.074844,Downtown,5,2,191,15.74,4,Healthy,46
2023-08-21 03:14:05.074844,Mall,9,2,218,9.85,4,Healthy,61
2023-08-22 03:14:05.074844,Suburban,13,2,212,9.78,5,Unhealthy,36
2023-08-23 03:14:05.074844,University,9,4,208,11.73,4,Healthy,13
2023-08-24 03:14:05.074844,Suburban,11,1,196,14.39,5,Unhealthy,16
2023-08-25 03:14:05.074844,Downtown,13,0,202,7.2,4,Healthy,80
2023-08-26 03:14:05.074844,University,11,1,181,7.83,5,Healthy,5
2023-08-27 03:14:05.074844,Suburban,11,2,206,17.89,4,Unhealthy,89
2023-08-28 03:14:05.074844,University,5,0,232,8.84,4,Healthy,38
2023-08-29 03:14:05.074844,Downtown,7,1,192,10.7,3,Healthy,50
2023-08-30 03:14:05.074844,Mall,2,0,192,18.07,3,Healthy,38
2023-08-31 03:14:05.074844,Downtown,14,2,201,14.95,1,Unhealthy,56
2023-09-01 03:14:05.074844,Downtown,17,2,179,10.13,4,Unhealthy,63
2023-09-02 03:14:05.074844,Downtown,9,3,213,15.26,4,Healthy,48
2023-09-03 03:14:05.074844,Downtown,10,0,209,5.3,4,Healthy,90
2023-09-04 03:14:05.074844,Mall,8,5,196,16.03,5,Unhealthy,59
2023-09-05 03:14:05.074844,Mall,15,5,238,12.31,5,Healthy,77
2023-09-06 03:14:05.074844,University,13,1,197,17.2,3,Unhealthy,44
2023-09-07 03:14:05.074844,Suburban,10,4,195,19.32,3,Healthy,90
2023-09-08 03:14:05.074844,Mall,11,2,169,18.89,3,Healthy,55
2023-09-09 03:14:05.074844,Mall,8,3,197,18.64,3,Unhealthy,55
2023-09-10 03:14:05.074844,Suburban,7,2,214,12.68,4,Healthy,1
2023-09-11 03:14:05.074844,Mall,10,3,199,10.4,4,Unhealthy,8
2023-09-12 03:14:05.074844,Downtown,8,2,206,11.98,4,Healthy,4
2023-09-13 03:14:05.074844,Downtown,13,2,188,15.35,5,Healthy,85
2023-09-14 03:14:05.074844,Suburban,10,2,164,18.26,4,Unhealthy,86
2023-09-15 03:14:05.074844,University,9,2,191,8.1,2,Healthy,53
2023-09-16 03:14:05.074844,University,6,0,189,18.77,4,Unhealthy,58
2023-09-17 03:14:05.074844,Suburban,10,4,201,17.23,3,Healthy,37
2023-09-18 03:14:05.074844,Suburban,20,4,219,19.68,3,Unhealthy,49
2023-09-19 03:14:05.074844,Downtown,8,1,193,18.2,2,Unhealthy,67
2023-09-20 03:14:05.074844,University,7,3,195,9.2,4,Healthy,19
2023-09-21 03:14:05.074844,Mall,7,0,207,6.59,3,Unhealthy,1
2023-09-22 03:14:05.074844,Downtown,9,2,203,6.68,3,Unhealthy,29
2023-09-23 03:14:05.074844,Suburban,8,0,186,9.37,4,Healthy,87
2023-09-24 03:14:05.074844,University,13,3,228,14.21,4,Unhealthy,33
2023-09-25 03:14:05.074844,Mall,9,2,207,17.06,3,Unhealthy,52
2023-09-26 03:14:05.074844,Mall,13,1,181,18.49,1,Healthy,41
2023-09-27 03:14:05.074844,Downtown,11,0,192,14.36,4,Healthy,23
2023-09-28 03:14:05.074844,University,12,0,185,5.08,1,Healthy,5
2023-09-29 03:14:05.074844,University,13,4,195,7.79,5,Healthy,71
2023-09-30 03:14:05.074844,Suburban,17,2,202,6.5,4,Unhealthy,57
2023-10-01 03:14:05.074844,University,8,2,191,10.45,3,Healthy,6
2023-10-02 03:14:05.074844,University,8,3,218,12.52,3,Unhealthy,49
2023-10-03 03:14:05.074844,Downtown,13,5,178,5.65,1,Healthy,22
2023-10-04 03:14:05.074844,University,10,3,194,10.23,3,Healthy,77
2023-10-05 03:14:05.074844,Mall,9,0,194,7.69,2,Unhealthy,76
2023-10-06 03:14:05.074844,Downtown,13,0,204,14.71,4,Unhealthy,4
2023-10-07 03:14:05.074844,Downtown,12,2,187,11.96,3,Unhealthy,72
2023-10-08 03:14:05.074844,Suburban,15,2,213,12.43,4,Healthy,64
2023-10-09 03:14:05.074844,University,8,2,178,11.42,4,Healthy,37
2023-10-10 03:14:05.074844,Suburban,7,3,209,19.34,3,Healthy,31
2023-10-11 03:14:05.074844,Mall,12,0,205,8.22,1,Unhealthy,37
2023-10-12 03:14:05.074844,Downtown,17,0,209,12.75,1,Healthy,45
2023-10-13 03:14:05.074844,Downtown,9,3,193,16.04,1,Unhealthy,90
2023-10-14 03:14:05.074844,Downtown,9,2,187,13.35,4,Unhealthy,8
2023-10-15 03:14:05.074844,Mall,14,3,223,18.94,3,Healthy,40
2023-10-16 03:14:05.074844,Mall,9,1,196,10.67,4,Unhealthy,97
2023-10-17 03:14:05.074844,Suburban,10,3,205,11.96,3,Unhealthy,93
2023-10-18 03:14:05.074844,Suburban,6,3,176,6.33,4,Unhealthy,5
2023-10-19 03:14:05.074844,Suburban,6,1,211,14.13,4,Healthy,28
2023-10-20 03:14:05.074844,University,8,3,215,9.32,4,Healthy,81
2023-10-21 03:14:05.074844,Downtown,7,4,206,7.4,3,Healthy,87
2023-10-22 03:14:05.074844,Downtown,11,2,205,13.17,2,Healthy,9
2023-10-23 03:14:05.074844,Suburban,15,1,193,12.98,4,Unhealthy,2
2023-10-24 03:14:05.074844,Downtown,12,4,174,6.14,3,Unhealthy,63
2023-10-25 03:14:05.074844,Suburban,10,1,201,15.47,3,Healthy,96
2023-10-26 03:14:05.074844,University,8,1,200,14.36,4,Unhealthy,51
2023-10-27 03:14:05.074844,University,11,3,196,7.84,4,Unhealthy,31
2023-10-28 03:14:05.074844,Mall,12,1,219,12.04,4,Healthy,7
2023-10-29 03:14:05.074844,University,8,4,204,15.8,4,Healthy,30
2023-10-30 03:14:05.074844,Suburban,12,3,198,12.94,4,Unhealthy,58
2023-10-31 03:14:05.074844,University,12,0,175,10.93,4,Unhealthy,3
2023-11-01 03:14:05.074844,Mall,7,2,174,9.84,4,Unhealthy,51
2023-11-02 03:14:05.074844,Downtown,12,3,212,14.16,4,Healthy,56
2023-11-03 03:14:05.074844,Suburban,8,2,205,19.09,5,Healthy,73
2023-11-04 03:14:05.074844,Downtown,4,1,213,15.08,3,Healthy,10
2023-11-05 03:14:05.074844,Mall,5,4,209,6.12,3,Unhealthy,61
2023-11-06 03:14:05.074844,Mall,12,1,164,11.91,4,Unhealthy,50
2023-11-07 03:14:05.074844,Mall,9,1,185,18.36,4,Healthy,47
2023-11-08 03:14:05.074844,Downtown,9,0,197,6.42,2,Unhealthy,90
2023-11-09 03:14:05.074844,Downtown,7,3,199,19.83,5,Unhealthy,1
2023-11-10 03:14:05.074844,Downtown,8,0,196,19.24,1,Unhealthy,94
2023-11-11 03:14:05.074844,Downtown,11,2,218,6.17,4,Unhealthy,57
2023-11-12 03:14:05.074844,Mall,8,1,217,19.0,4,Healthy,38
2023-11-13 03:14:05.074844,Mall,11,1,182,10.45,5,Unhealthy,62
2023-11-14 03:14:05.074844,Suburban,11,2,187,17.67,2,Healthy,79
2023-11-15 03:14:05.074844,Suburban,7,4,173,11.28,4,Healthy,89
2023-11-16 03:14:05.074844,Downtown,12,4,181,11.61,3,Unhealthy,70
2023-11-17 03:14:05.074844,University,8,3,218,14.51,3,Unhealthy,82
2023-11-18 03:14:05.074844,University,17,4,211,16.62,2,Unhealthy,65
2023-11-19 03:14:05.074844,Mall,7,1,214,5.51,4,Unhealthy,62
2023-11-20 03:14:05.074844,Mall,12,2,213,13.9,4,Unhealthy,56
2023-11-21 03:14:05.074844,Mall,9,1,229,7.8,2,Unhealthy,67
2023-11-22 03:14:05.074844,Suburban,11,1,198,10.19,4,Healthy,17
2023-11-23 03:14:05.074844,Suburban,9,4,215,10.22,4,Unhealthy,8
2023-11-24 03:14:05.074844,Mall,7,2,185,12.04,4,Healthy,60
2023-11-25 03:14:05.074844,Mall,21,0,214,10.01,5,Healthy,40
2023-11-26 03:14:05.074844,Mall,5,3,199,6.61,3,Healthy,81
2023-11-27 03:14:05.074844,University,15,1,215,7.18,5,Unhealthy,89
2023-11-28 03:14:05.074844,Suburban,7,2,217,5.5,5,Unhealthy,62
2023-11-29 03:14:05.074844,University,12,2,186,12.05,3,Unhealthy,41
2023-11-30 03:14:05.074844,University,11,0,191,19.32,3,Unhealthy,12
2023-12-01 03:14:05.074844,Mall,11,2,169,6.74,3,Healthy,93
2023-12-02 03:14:05.074844,Mall,12,5,214,19.19,3,Unhealthy,89
2023-12-03 03:14:05.074844,Downtown,7,2,188,16.0,4,Unhealthy,100
2023-12-04 03:14:05.074844,Downtown,12,3,201,14.56,4,Unhealthy,54
2023-12-05 03:14:05.074844,University,7,0,198,14.68,4,Unhealthy,89
2023-12-06 03:14:05.074844,Suburban,8,2,205,17.4,4,Unhealthy,93
2023-12-07 03:14:05.074844,Mall,4,1,184,6.6,2,Unhealthy,11
2023-12-08 03:14:05.074844,Mall,12,3,196,12.57,5,Unhealthy,60
2023-12-09 03:14:05.074844,University,12,2,203,15.46,3,Healthy,68
2023-12-10 03:14:05.074844,Downtown,16,1,185,13.8,5,Unhealthy,78
2023-12-11 03:14:05.074844,Suburban,7,2,203,17.49,2,Healthy,46
2023-12-12 03:14:05.074844,Downtown,12,1,201,6.08,5,Healthy,38
2023-12-13 03:14:05.074844,Downtown,10,2,207,15.36,2,Unhealthy,61
2023-12-14 03:14:05.074844,Downtown,9,5,189,13.01,3,Healthy,17
2023-12-15 03:14:05.074844,Downtown,11,3,204,10.69,1,Unhealthy,66
2023-12-16 03:14:05.074844,Mall,8,4,204,10.1,4,Healthy,72
2023-12-17 03:14:05.074844,Mall,13,2,213,14.31,5,Healthy,36
2023-12-18 03:14:05.074844,Downtown,11,2,204,18.36,3,Healthy,74
2023-12-19 03:14:05.074844,Suburban,12,0,200,12.44,5,Healthy,7
2023-12-20 03:14:05.074844,University,9,2,203,17.37,4,Unhealthy,100
2023-12-21 03:14:05.074844,Suburban,16,1,198,11.03,4,Healthy,16
2023-12-22 03:14:05.074844,Suburban,13,1,200,6.54,4,Healthy,14
2023-12-23 03:14:05.074844,Suburban,9,2,198,5.92,3,Healthy,80
2023-12-24 03:14:05.074844,Downtown,8,3,194,5.77,3,Healthy,25
2023-12-25 03:14:05.074844,Mall,16,1,182,10.7,5,Unhealthy,4
2023-12-26 03:14:05.074844,Suburban,13,2,212,10.06,5,Healthy,29
2023-12-27 03:14:05.074844,Downtown,11,1,211,15.77,5,Unhealthy,56
2023-12-28 03:14:05.074844,Suburban,6,2,203,16.14,5,Unhealthy,6
2023-12-29 03:14:05.074844,Suburban,4,1,188,5.76,2,Unhealthy,1
2023-12-30 03:14:05.074844,Downtown,13,1,182,8.32,4,Unhealthy,39
2023-12-31 03:14:05.074844,Mall,5,3,192,9.11,3,Healthy,1
2024-01-01 03:14:05.074844,Mall,8,3,186,13.21,5,Healthy,63
2024-01-02 03:14:05.074844,University,10,1,237,7.17,4,Unhealthy,57
2024-01-03 03:14:05.074844,Downtown,9,0,198,7.01,4,Unhealthy,67
2024-01-04 03:14:05.074844,University,13,3,206,19.16,4,Unhealthy,65
2024-01-05 03:14:05.074844,University,17,3,190,17.06,3,Unhealthy,65
2024-01-06 03:14:05.074844,University,8,3,206,7.71,2,Healthy,21
2024-01-07 03:14:05.074844,Mall,16,0,185,11.1,5,Healthy,30
2024-01-08 03:14:05.074844,Downtown,5,0,203,10.33,4,Unhealthy,96
2024-01-09 03:14:05.074844,University,10,0,180,16.87,2,Unhealthy,33
2024-01-10 03:14:05.074844,Downtown,7,4,207,12.65,4,Healthy,48
2024-01-11 03:14:05.074844,Downtown,9,1,208,6.92,4,Unhealthy,22
2024-01-12 03:14:05.074844,Mall,6,3,230,16.08,3,Healthy,94
2024-01-13 03:14:05.074844,University,7,0,206,10.95,3,Healthy,54
2024-01-14 03:14:05.074844,University,6,0,235,8.94,5,Unhealthy,4
2024-01-15 03:14:05.074844,Downtown,12,4,190,10.63,4,Unhealthy,87
2024-01-16 03:14:05.074844,Suburban,10,1,197,12.47,4,Unhealthy,55
2024-01-17 03:14:05.074844,Mall,5,2,191,10.15,4,Healthy,44
2024-01-18 03:14:05.074844,Mall,7,4,187,8.63,2,Healthy,89
2024-01-19 03:14:05.074844,Mall,5,1,198,10.98,4,Unhealthy,12
2024-01-20 03:14:05.074844,Mall,10,0,219,5.29,3,Healthy,81
2024-01-21 03:14:05.074844,University,7,1,176,16.59,3,Unhealthy,79
2024-01-22 03:14:05.074844,University,9,2,206,7.56,4,Unhealthy,74
2024-01-23 03:14:05.074844,Suburban,11,1,209,5.66,5,Unhealthy,99
2024-01-24 03:14:05.074844,Mall,9,1,177,14.81,3,Healthy,52
2024-01-25 03:14:05.074844,Mall,10,1,188,16.61,3,Unhealthy,93
2024-01-26 03:14:05.074844,Downtown,12,3,214,17.21,4,Healthy,76
2024-01-27 03:14:05.074844,University,10,1,199,12.4,5,Healthy,65
2024-01-28 03:14:05.074844,Mall,14,1,185,8.08,4,Healthy,65
2024-01-29 03:14:05.074844,Suburban,10,3,197,16.06,5,Healthy,10
2024-01-30 03:14:05.074844,Suburban,11,1,183,15.5,4,Unhealthy,18
2024-01-31 03:14:05.074844,University,8,2,224,8.69,4,Healthy,47
2024-02-01 03:14:05.074844,Suburban,12,0,185,18.55,2,Healthy,66
2024-02-02 03:14:05.074844,Suburban,9,1,209,6.57,3,Unhealthy,49
2024-02-03 03:14:05.074844,University,7,3,192,19.74,3,Healthy,72
2024-02-04 03:14:05.074844,Mall,9,1,198,17.9,4,Unhealthy,22
2024-02-05 03:14:05.074844,Mall,13,4,198,15.32,5,Healthy,86
2024-02-06 03:14:05.074844,Suburban,10,2,184,19.08,5,Healthy,26
2024-02-07 03:14:05.074844,Suburban,11,0,201,15.83,2,Unhealthy,90
2024-02-08 03:14:05.074844,Mall,7,4,198,7.86,3,Healthy,9
2024-02-09 03:14:05.074844,University,12,2,207,11.63,3,Unhealthy,21
2024-02-10 03:14:05.074844,Suburban,14,1,223,6.07,3,Healthy,95
2024-02-11 03:14:05.074844,Downtown,8,1,202,10.84,4,Healthy,63
2024-02-12 03:14:05.074844,University,9,2,202,16.12,5,Healthy,6
2024-02-13 03:14:05.074844,Suburban,10,1,182,10.8,5,Healthy,14
2024-02-14 03:14:05.074844,Suburban,9,2,199,9.95,4,Healthy,33
2024-02-15 03:14:05.074844,Downtown,15,2,203,13.93,4,Unhealthy,71
2024-02-16 03:14:05.074844,Downtown,9,1,214,18.08,4,Healthy,24
2024-02-17 03:14:05.074844,Mall,19,1,196,5.71,3,Healthy,73
2024-02-18 03:14:05.074844,University,11,5,214,10.78,4,Healthy,75
2024-02-19 03:14:05.074844,University,9,1,195,7.37,4,Unhealthy,87
2024-02-20 03:14:05.074844,Mall,11,6,223,15.43,4,Unhealthy,51
2024-02-21 03:14:05.074844,University,7,4,206,6.59,3,Unhealthy,2
2024-02-22 03:14:05.074844,University,9,2,196,14.97,3,Unhealthy,15
2024-02-23 03:14:05.074844,University,9,1,173,9.29,3,Healthy,35
2024-02-24 03:14:05.074844,University,12,1,212,7.98,5,Healthy,36
2024-02-25 03:14:05.074844,University,12,3,185,19.05,3,Unhealthy,92
2024-02-26 03:14:05.074844,Downtown,7,2,206,5.28,4,Unhealthy,39
2024-02-27 03:14:05.074844,University,10,1,199,11.57,4,Healthy,4
2024-02-28 03:14:05.074844,Downtown,10,4,224,5.32,3,Healthy,64
2024-02-29 03:14:05.074844,University,13,2,198,12.25,4,Unhealthy,74
2024-03-01 03:14:05.074844,Mall,13,1,196,12.52,5,Unhealthy,6
2024-03-02 03:14:05.074844,Suburban,6,3,191,9.82,4,Healthy,57
2024-03-03 03:14:05.074844,Downtown,11,2,218,6.98,5,Unhealthy,30
2024-03-04 03:14:05.074844,University,6,4,207,10.65,3,Healthy,99
2024-03-05 03:14:05.074844,Mall,11,4,193,15.08,2,Healthy,74
2024-03-06 03:14:05.074844,Suburban,15,1,190,16.74,5,Healthy,96
2024-03-07 03:14:05.074844,Downtown,11,4,220,12.96,4,Healthy,67
2024-03-08 03:14:05.074844,Suburban,10,0,198,13.85,5,Healthy,90
2024-03-09 03:14:05.074844,Mall,8,3,219,8.01,4,Unhealthy,15
2024-03-10 03:14:05.074844,Downtown,8,3,200,9.31,5,Healthy,17
2024-03-11 03:14:05.074844,Suburban,7,2,217,7.43,4,Unhealthy,91
2024-03-12 03:14:05.074844,University,15,3,196,8.74,4,Healthy,18
2024-03-13 03:14:05.074844,Downtown,7,1,210,8.37,4,Healthy,19
2024-03-14 03:14:05.074844,Suburban,12,4,201,12.79,3,Unhealthy,76
2024-03-15 03:14:05.074844,Mall,13,3,201,13.44,5,Unhealthy,88
2024-03-16 03:14:05.074844,Mall,13,0,197,19.17,3,Unhealthy,69
2024-03-17 03:14:05.074844,Downtown,12,2,218,7.93,4,Unhealthy,24
2024-03-18 03:14:05.074844,Suburban,16,1,198,14.63,3,Healthy,91
2024-03-19 03:14:05.074844,Downtown,8,0,208,17.26,4,Healthy,48
2024-03-20 03:14:05.074844,Downtown,7,3,206,13.4,4,Unhealthy,30
2024-03-21 03:14:05.074844,Suburban,7,1,197,8.83,1,Unhealthy,15
2024-03-22 03:14:05.074844,Suburban,8,1,236,8.94,5,Unhealthy,47
2024-03-23 03:14:05.074844,University,13,1,200,5.59,3,Unhealthy,44
2024-03-24 03:14:05.074844,Suburban,5,4,190,9.58,4,Unhealthy,98
2024-03-25 03:14:05.074844,Mall,9,3,191,16.17,2,Healthy,27
2024-03-26 03:14:05.074844,Downtown,7,0,207,5.71,1,Unhealthy,84
2024-03-27 03:14:05.074844,Downtown,15,1,191,8.29,3,Unhealthy,64
2024-03-28 03:14:05.074844,Mall,7,4,214,15.59,4,Unhealthy,41
2024-03-29 03:14:05.074844,Suburban,4,2,204,16.74,2,Healthy,96
2024-03-30 03:14:05.074844,Mall,12,1,215,11.83,5,Healthy,68
2024-03-31 03:14:05.074844,Mall,7,2,190,15.47,3,Healthy,5
2024-04-01 03:14:05.074844,University,9,1,201,10.82,3,Healthy,53
2024-04-02 03:14:05.074844,Mall,13,3,197,7.4,3,Unhealthy,8
2024-04-03 03:14:05.074844,Downtown,8,3,209,10.97,1,Healthy,22
2024-04-04 03:14:05.074844,Mall,7,6,186,13.7,4,Healthy,7
2024-04-05 03:14:05.074844,Downtown,13,1,188,19.22,5,Healthy,22
2024-04-06 03:14:05.074844,Downtown,13,3,195,6.03,4,Unhealthy,46
2024-04-07 03:14:05.074844,Downtown,11,1,201,12.61,3,Unhealthy,30
2024-04-08 03:14:05.074844,Suburban,14,4,184,9.93,3,Healthy,16
2024-04-09 03:14:05.074844,University,13,2,197,12.62,4,Healthy,79
2024-04-10 03:14:05.074844,Downtown,12,3,202,5.36,5,Healthy,5
2024-04-11 03:14:05.074844,Downtown,7,1,209,9.7,3,Unhealthy,67
2024-04-12 03:14:05.074844,Suburban,8,2,189,17.3,4,Healthy,23
2024-04-13 03:14:05.074844,Downtown,13,2,231,13.31,3,Unhealthy,61
2024-04-14 03:14:05.074844,Mall,11,2,200,11.76,3,Healthy,74
2024-04-15 03:14:05.074844,Mall,9,1,171,9.28,4,Healthy,5
2024-04-16 03:14:05.074844,University,12,4,183,9.47,2,Unhealthy,23
2024-04-17 03:14:05.074844,Downtown,16,1,201,10.75,4,Healthy,79
2024-04-18 03:14:05.074844,Suburban,10,1,185,17.53,3,Unhealthy,82
2024-04-19 03:14:05.074844,Mall,12,2,193,19.51,4,Healthy,25
2024-04-20 03:14:05.074844,Suburban,8,2,192,11.58,2,Unhealthy,8
2024-04-21 03:14:05.074844,Suburban,11,5,188,10.9,5,Unhealthy,95
2024-04-22 03:14:05.074844,Mall,9,0,197,17.7,3,Unhealthy,21
2024-04-23 03:14:05.074844,Suburban,14,0,190,11.4,5,Healthy,2
2024-04-24 03:14:05.074844,Mall,11,2,201,13.28,4,Healthy,22
